<<<<<<< HEAD
date,y_true,y_pred
2022-01-03,-0.051830608528132704,-0.016473838624260863
2022-01-04,-0.042299235682228487,-0.013064346806253124
2022-01-05,-0.04650070455614652,-0.015523202367590784
2022-01-06,-0.04111638244217364,-0.0015299579479926108
2022-01-07,-0.04039992276176474,-0.005593235562016942
2022-01-10,-0.03129900539177011,4.284428974681993e-05
2022-01-11,-0.025992549228233575,0.01987090299070151
2022-01-12,-0.046070230563369896,0.010698605910335118
2022-01-13,-0.0518158138334498,-0.0059304601108900006
2022-01-14,-0.05530211740417579,0.016671910310971927
2022-01-18,-0.022760630024673878,0.004106121903771151
2022-01-19,-0.011400110680788056,0.023814064096430995
2022-01-20,-0.021689983212112462,0.030363628941798615
2022-01-21,-0.008562034795959517,0.030363628941798615
2022-01-24,-0.02334939978173023,0.024946445767930255
2022-01-25,-0.028816719220925324,0.024946445767930255
2022-01-26,-0.011721814573884548,0.024946445767930255
2022-01-27,0.01509600222596319,0.029009723381954584
2022-01-28,-0.012037560809969206,0.029009723381954584
2022-01-31,-0.04429774843838308,0.029009723381954584
2022-02-01,-0.03324870294741933,0.0034955132254805444
2022-02-02,-0.04731605991030363,0.0034955132254805444
2022-02-03,-0.032310792655608433,0.0034955132254805444
2022-02-04,-0.06523289503019791,0.003371628562429076
2022-02-07,-0.06933327371104658,0.008793935348487431
2022-02-08,-0.05217989089455044,0.003371628562429076
2022-02-09,-0.07007037636060798,0.003371628562429076
2022-02-10,-0.06509837087173864,-0.0014384586368780025
2022-02-11,-0.05326249829717755,0.003371628562429076
2022-02-14,-0.029269737141659702,0.008793935348487431
2022-02-15,-0.02349249047308477,0.008793935348487431
2022-02-16,-0.012382445141097431,0.008793935348487431
2022-02-17,0.020194044295822167,0.008793935348487431
2022-02-18,0.02654263756601516,0.008793935348487431
2022-02-22,0.049820958398139936,0.008793935348487431
2022-02-23,0.05501551473282995,0.008793935348487431
2022-02-24,0.05504168759542649,0.024821398539621804
2022-02-25,0.03730694549946256,0.024821398539621804
2022-02-28,0.047365069842693064,0.024821398539621804
2022-03-01,0.07672064317678506,0.024821398539621804
2022-03-02,0.05074238760746086,0.03613030361508286
2022-03-03,0.0397463651158263,0.03613030361508286
2022-03-04,0.051234056463550504,0.03613030361508286
2022-03-07,0.09244390104075784,0.03613030361508286
2022-03-08,0.08688531943775968,0.03613030361508286
2022-03-09,0.047921562424060093,0.03613030361508286
2022-03-10,0.057979386201047145,0.03613030361508286
2022-03-11,0.06873945209966292,0.03613030361508286
2022-03-14,0.05820593095892601,0.03613030361508286
2022-03-15,0.03159974710420688,0.03613030361508286
2022-03-16,0.02078024579373383,0.03613030361508286
2022-03-17,-0.004386315721935707,0.03613030361508286
2022-03-18,-0.014734995050825983,0.03613030361508286
2022-03-21,0.0014626791781078285,0.03613030361508286
2022-03-22,-0.010854333948677297,0.03613030361508286
2022-03-23,-0.01293375394328955,0.03613030361508286
2022-03-24,-0.054274234722227255,0.03613030361508286
2022-03-25,-0.05341403609532991,0.0036978458080213256
2022-03-28,-0.08731986576304529,-0.004788444332290413
2022-03-29,-0.09593760155998132,-0.004788444332290413
2022-03-30,-0.0673424896446162,-0.011555822982203753
2022-03-31,-0.08776901957305494,-0.011555822982203753
2022-04-01,-0.08487150048577319,-0.011555822982203753
2022-04-04,-0.08848511383552138,-0.011555822982203753
2022-04-05,-0.04871072877645999,-0.011555822982203753
2022-04-06,-0.07325539729472141,-0.002887801810151754
2022-04-07,-0.08340575350407975,-0.0007418039154661112
2022-04-08,-0.11037379627777377,-0.001348745763265081
2022-04-11,-0.09281232951440888,-0.008697246911862537
2022-04-12,-0.10390380798103471,-0.008090305064063568
2022-04-13,-0.11497597617939437,-0.008090305064063568
2022-04-14,-0.08239110075599432,-0.008090305064063568
2022-04-18,-0.08648994223339579,-0.00876369823978249
2022-04-19,-0.08250943735400773,-0.00876369823978249
2022-04-20,-0.11884149220857965,-0.00876369823978249
2022-04-21,-0.11094370634145989,-0.00876369823978249
2022-04-22,-0.08546145901788815,-0.00876369823978249
2022-04-25,-0.073720566614626,-0.00876369823978249
2022-04-26,-0.05337659216534174,-0.00876369823978249
2022-04-27,-0.04769094351376202,0.025741466418113177
2022-04-28,-0.0525934410136053,0.005817425202687709
2022-04-29,0.007912621359126959,0.005817425202687709
2022-05-02,-0.0037396255547370583,0.005817425202687709
2022-05-03,-0.01630721936678725,0.005817425202687709
2022-05-04,-0.027198993147888983,0.005817425202687709
2022-05-05,-0.007902177327805626,0.005817425202687709
2022-05-06,0.00109398551085782,0.005817425202687709
2022-05-09,0.04412688047809166,0.005817425202687709
2022-05-10,0.03039414668376561,0.005817425202687709
2022-05-11,0.022126034373136427,0.005817425202687709
2022-05-12,-0.006473976652921265,0.005817425202687709
2022-05-13,-0.0665139898436754,0.005817425202687709
2022-05-16,-0.06553525456767972,0.005817425202687709
2022-05-17,-0.07131661441986081,0.005817425202687709
2022-05-18,-0.06433420099014542,0.005817425202687709
2022-05-19,-0.056547858573620324,0.005817425202687709
2022-05-20,-0.03321980734916785,0.005817425202687709
2022-05-23,-0.05269667531031608,0.005817425202687709
2022-05-24,-0.036052061539652236,0.005817425202687709
2022-05-25,-0.014114653463347837,0.005817425202687709
2022-05-26,-0.037120134724944354,-0.02292805041597926
2022-05-27,-0.07939455646538174,-0.02292805041597926
2022-05-31,-0.07495391381143979,-0.007103705922872067
2022-06-01,-0.07498727422970464,-0.007103705922872067
2022-06-02,-0.08267289727733673,-0.007103705922872067
2022-06-03,-0.06560563493513638,-0.015265949576038116
2022-06-06,-0.06529584840718738,-0.007103705922872067
2022-06-07,-0.06031038098239516,-0.007103705922872067
2022-06-08,-0.050763136525936337,-0.013869712314915687
2022-06-09,-0.038745400500561966,-0.01248365822135823
2022-06-10,-0.018800943331838793,-0.002541307370952195
2022-06-13,0.014567392561415593,-0.002541307370952195
2022-06-14,0.015162508289676913,0.016893749981678675
2022-06-15,0.02001562620888242,0.016893749981678675
2022-06-16,0.046219063230261925,0.03242748387379435
2022-06-17,0.07218608210801336,0.03242748387379435
2022-06-21,0.05252352894106349,0.03242748387379435
2022-06-22,0.0651726808942319,0.027880746601419856
2022-06-23,0.045045759932442975,0.03242748387379435
2022-06-24,0.014074036095144571,0.03242748387379435
2022-06-27,0.005918834761442948,-0.0046438150924434166
2022-06-28,0.05356626822538746,-0.018751999311318348
2022-06-29,0.06764999737090305,-0.00024182025251780128
2022-06-30,0.09208747514910942,-0.00024182025251780128
2022-07-01,0.07745776938395155,0.0015247652750083936
2022-07-05,0.06833176248812767,-0.030495416383494497
2022-07-06,0.08140900195718825,-0.028247550593093144
2022-07-07,0.06473174117599867,-0.04283701507484327
2022-07-08,0.06380734299005342,-0.029358470203922488
2022-07-11,0.07485100070260442,-0.02825584235104736
2022-07-12,0.08014074521439207,-0.02234951702171711
2022-07-13,0.10865031808459147,-0.030495416383494497
2022-07-14,0.11134926305207404,-0.04283701507484327
2022-07-15,0.10897618985788937,-0.04283701507484327
2022-07-18,0.12281712265993261,-0.04107042954731707
2022-07-19,0.09541897162675772,-0.04107042954731707
2022-07-20,0.08075588317268334,-0.04107042954731707
2022-07-21,0.07297073647773389,-0.039729391746323534
2022-07-22,0.06846541294392927,-0.0419772575367249
2022-07-25,0.044947796850060895,-0.029145438841546276
2022-07-26,0.054900355598927586,0.020865768052590005
