,index,weight,date,21day_return,portfolio_return,month_label,portfolio_return_hist
0,ABT,0.08416,2024-05-01,-4.280741367945112,-0.3602671935262606,2024-05,0.0106586101987254
1,ADM,0.00125,2024-05-01,3.889839531013024,0.00486229941376628,2024-05,0.0106586101987254
2,CNP,0.09125,2024-05-01,2.114139124756335,0.1929151951340156,2024-05,0.0106586101987254
3,EA,0.12608,2024-05-01,2.526864258342471,0.3185870456918187,2024-05,0.0106586101987254
4,GOOG,0.02821,2024-05-01,4.825751699624334,0.1361344554464025,2024-05,0.0106586101987254
5,HES,0.00644,2024-05-01,-4.184474070290904,-0.02694801301267342,2024-05,0.0106586101987254
6,NVDA,0.03951,2024-05-01,33.06679832846282,1.306469201957566,2024-05,0.0106586101987254
7,OXY,0.02591,2024-05-01,-5.027152831655656,-0.130253529868198,2024-05,0.0106586101987254
8,SYK,0.00259,2024-05-01,3.779105205422752,0.009787882482044928,2024-05,0.0106586101987254
9,TSN,0.08009,2024-05-01,-5.340852546045937,-0.4277488804128191,2024-05,0.0106586101987254
10,UNH,0.21379,2024-05-01,-0.5081489744123076,-0.1086371692396072,2024-05,0.0106586101987254
11,VLO,0.09871,2024-05-01,-2.370551201331878,-0.2339971090834697,2024-05,0.0106586101987254
12,WEC,0.11803,2024-05-01,-3.087887500281724,-0.3644633616582519,2024-05,0.0106586101987254
13,WELL,0.08398,2024-05-01,8.923793719316578,0.7494201965482062,2024-05,0.0106586101987254
14,ABT,0.07847,2024-06-03,0.320793234120913,0.02517264508146804,2024-06,0.01191293342854177
15,ADM,0.01401,2024-06-03,0.2258428777845154,0.003164058717761061,2024-06,0.01191293342854177
16,CNP,0.09786,2024-06-03,-0.9430894310361992,-0.09229073172120246,2024-06,0.01191293342854177
17,EA,0.14134,2024-06-03,4.428904428905994,0.6259813519815732,2024-06,0.01191293342854177
18,EMR,0.00613,2024-06-03,0.2201229019156017,0.001349353388742638,2024-06,0.01191293342854177
19,GOOG,0.0248,2024-06-03,7.11062578202079,0.1763435193941156,2024-06,0.01191293342854177
20,HES,0.0042,2024-06-03,0.07649915719281353,0.0003212964602098168,2024-06,0.01191293342854177
21,NVDA,0.04118,2024-06-03,6.678387445931364,0.2750159950234536,2024-06,0.01191293342854177
22,OXY,0.02008,2024-06-03,3.3297649401771,0.06686167999875617,2024-06,0.01191293342854177
23,SYK,0.00086,2024-06-03,-1.268154545948448,-0.001090612909515665,2024-06,0.01191293342854177
24,TSN,0.07686,2024-06-03,0.3507541214244014,0.02695896177267949,2024-06,0.01191293342854177
25,UNH,0.20494,2024-06-03,0.5907597018355375,0.1210702932941751,2024-06,0.01191293342854177
26,VLO,0.08767,2024-06-03,2.611407041754887,0.228942055350651,2024-06,0.01191293342854177
27,WEC,0.1116,2024-06-03,-3.867947770451934,-0.4316629711824359,2024-06,0.01191293342854177
28,WELL,0.08998,2024-06-03,1.83547953104852,0.1651564482037458,2024-06,0.01191293342854177
29,ABT,0.08557,2024-07-01,2.599425230229883,0.2224328169507711,2024-07,0.0577979255167325
30,ADM,0.01304,2024-07-01,3.067282321840167,0.03999736147679579,2024-07,0.0577979255167325
31,CNP,0.10462,2024-07-01,-6.677577741307758,-0.6986081832956177,2024-07,0.0577979255167325
32,EA,0.14984,2024-07-01,8.59306728811488,1.287585202451134,2024-07,0.0577979255167325
33,EMR,0.00546,2024-07-01,7.080055529857844,0.03865710319302383,2024-07,0.0577979255167325
34,GOOG,0.02736,2024-07-01,-6.845898223429998,-0.1873037753930447,2024-07,0.0577979255167325
35,NVDA,0.03961,2024-07-01,-16.54867256633678,-0.6554929203525997,2024-07,0.0577979255167325
36,OXY,0.02013,2024-07-01,-4.150763358641143,-0.0835548664094462,2024-07,0.0577979255167325
37,SYK,0.00115,2024-07-01,-1.86627043092507,-0.002146210995563831,2024-07,0.0577979255167325
38,TSN,0.07985,2024-07-01,6.188981868947366,0.4941902022354472,2024-07,0.0577979255167325
39,UNH,0.20116,2024-07-01,16.51268573738467,3.321691862932301,2024-07,0.0577979255167325
40,VLO,0.08558,2024-07-01,3.481453348525747,0.2979427775668335,2024-07,0.0577979255167325
41,WEC,0.09991,2024-07-01,10.18149053928148,1.017232719779613,2024-07,0.0577979255167325
42,WELL,0.08673,2024-07-01,7.923076923020901,0.6871684615336027,2024-07,0.0577979255167325
43,ABT,0.08829,2024-08-01,2.369496141618654,0.209202814343511,2024-08,0.02347399117432384
44,ADM,0.01544,2024-08-01,1.444573100987071,0.02230420867924038,2024-08,0.02347399117432384
45,CNP,0.0362,2024-08-01,-3.057355365420946,-0.1106762642282383,2024-08,0.02347399117432384
46,EA,0.15587,2024-08-01,1.375460488281234,0.214393026308396,2024-08,0.02347399117432384
47,EMR,0.0124,2024-08-01,-7.489528130229388,-0.09287014881484441,2024-08,0.02347399117432384
48,GOOG,0.02369,2024-08-01,-5.247893083453619,-0.1243225871470162,2024-08,0.02347399117432384
49,HES,0.00212,2024-08-01,-2.202081710641863,-0.00466841322656075,2024-08,0.02347399117432384
50,NEM,0.00661,2024-08-01,7.325933400519389,0.04842441977743316,2024-08,0.02347399117432384
51,NVDA,0.03591,2024-08-01,7.673289991715109,0.2755478436024895,2024-08,0.02347399117432384
52,OXY,0.01691,2024-08-01,-3.654429100724911,-0.06179639609325826,2024-08,0.02347399117432384
53,SYY,0.00768,2024-08-01,2.268829969756709,0.01742461416773152,2024-08,0.02347399117432384
54,TSN,0.08461,2024-08-01,6.402238314727214,0.5416933838090696,2024-08,0.02347399117432384
55,UNH,0.19559,2024-08-01,3.282294812932122,0.6419840424613937,2024-08,0.02347399117432384
56,VLO,0.08086,2024-08-01,-9.357622243520836,-0.7566573346110949,2024-08,0.02347399117432384
57,WEC,0.14786,2024-08-01,5.538949581459818,0.8189890851146486,2024-08,0.02347399117432384
58,WELL,0.08994,2024-08-01,7.876660254497253,0.7084268232894829,2024-08,0.02347399117432384
59,ABT,0.09632,2024-09-03,-0.9593581022588467,-0.09240537240957211,2024-09,-0.004528696787884179
60,ADM,0.01729,2024-09-03,-1.814582646070477,-0.03137413395055855,2024-09,-0.004528696787884179
61,CNP,0.00897,2024-09-03,8.730447435477856,0.07831211349623637,2024-09,-0.004528696787884179
62,EA,0.15596,2024-09-03,-2.721739725115341,-0.4244825275289886,2024-09,-0.004528696787884179
63,GOOG,0.01936,2024-09-03,6.32476028614866,0.122447359139838,2024-09,-0.004528696787884179
64,NEM,0.00893,2024-09-03,4.076218331966274,0.03640062970445883,2024-09,-0.004528696787884179
65,NVDA,0.03365,2024-09-03,8.3424262772255,0.280722644228638,2024-09,-0.004528696787884179
66,OXY,0.01823,2024-09-03,-3.469381518778448,-0.06324682508733111,2024-09,-0.004528696787884179
67,SYY,0.01316,2024-09-03,-0.677143222135328,-0.008911204803300916,2024-09,-0.004528696787884179
68,TSN,0.09276,2024-09-03,-7.792007406267714,-0.7227866070053932,2024-09,-0.004528696787884179
69,UNH,0.19064,2024-09-03,-2.221690516447779,-0.4235430800556046,2024-09,-0.004528696787884179
70,VLO,0.07713,2024-09-03,-2.758718257097044,-0.212779939169895,2024-09,-0.004528696787884179
71,WEC,0.16916,2024-09-03,3.332265299509274,0.5636859980649888,2024-09,-0.004528696787884179
72,WELL,0.09842,2024-09-03,4.522366049462164,0.4450912665880661,2024-09,-0.004528696787884179
73,ABT,0.09257,2024-10-01,0.3323712208288043,0.03076760391212242,2024-10,0.0009052917948787476
74,ADM,0.01238,2024-10-01,-5.376344086041769,-0.0665591397851971,2024-10,0.0009052917948787476
75,CNP,0.02528,2024-10-01,-1.538976246178819,-0.03890531950340056,2024-10,0.0009052917948787476
76,EA,0.14148,2024-10-01,2.369068541313794,0.3351758172250756,2024-10,0.0009052917948787476
77,FI,0.00239,2024-10-01,10.81021454966631,0.02583641277370249,2024-10,0.0009052917948787476
78,GLW,0.00828,2024-10-01,10.08082622356874,0.08346924113114912,2024-10,0.0009052917948787476
79,GOOG,0.02039,2024-10-01,1.615016467926097,0.03293018578101311,2024-10,0.0009052917948787476
80,HES,0.00573,2024-10-01,-3.144789867636177,-0.0180196459415553,2024-10,0.0009052917948787476
81,NEM,0.00801,2024-10-01,-11.71038049502653,-0.09380014776516248,2024-10,0.0009052917948787476
82,NVDA,0.03655,2024-10-01,20.7264957264844,0.7575534188030049,2024-10,0.0009052917948787476
83,OXY,0.01532,2024-10-01,-5.953051643158474,-0.09120075117318784,2024-10,0.0009052917948787476
84,SYY,0.00906,2024-10-01,-3.946985021394937,-0.03575968429383813,2024-10,0.0009052917948787476
85,TSN,0.08105,2024-10-01,-2.325970548812336,-0.1885199129812398,2024-10,0.0009052917948787476
86,UNH,0.19439,2024-10-01,-3.629350248581702,-0.705509394821797,2024-10,0.0009052917948787476
