,index,weight,date,21day_return,portfolio_return,month_label,portfolio_return_hist
87,VLO,0.07319,2024-10-01,-6.976067505593093,-0.5105783807343586,2024-10,0.0009052917948787476
88,WEC,0.16692,2024-10-01,-1.467700258353503,-0.2449885271243667,2024-10,0.0009052917948787476
89,WELL,0.10701,2024-10-01,7.650101896887307,0.8186374039859107,2024-10,0.0009052917948787476
90,ABT,0.08701,2024-11-01,-1.509274873536526,-0.1313220067464131,2024-11,0.05981691264817207
91,ADM,0.0081,2024-11-01,0.2565012521881016,0.002077660142723623,2024-11,0.05981691264817207
92,APD,0.00279,2024-11-01,8.541120921069663,0.02382972736978436,2024-11,0.05981691264817207
93,CNP,0.03255,2024-11-01,12.67222102520864,0.4124807943705414,2024-11,0.05981691264817207
94,EA,0.14968,2024-11-01,9.84617988783205,1.473776205610701,2024-11,0.05981691264817207
95,FI,0.01516,2024-11-01,8.146498391487242,0.1235009156149466,2024-11,0.05981691264817207
96,GLW,0.01078,2024-11-01,2.432925354962777,0.02622693532649873,2024-11,0.05981691264817207
97,GOOG,0.02064,2024-11-01,0.1911311545946575,0.00394494703083373,2024-11,0.05981691264817207
98,HES,0.00787,2024-11-01,6.686025408327126,0.05261901996353448,2024-11,0.05981691264817207
99,NVDA,0.03637,2024-11-01,2.385524372211734,0.08676152141734075,2024-11,0.05981691264817207
100,OXY,0.01579,2024-11-01,1.714746822571712,0.02707585232840733,2024-11,0.05981691264817207
101,SYY,0.00401,2024-11-01,1.652672264472102,0.006627215780533128,2024-11,0.05981691264817207
102,TSN,0.07907,2024-11-01,11.1013702706515,0.8777853473004141,2024-11,0.05981691264817207
103,UNH,0.18048,2024-11-01,7.216858129530451,1.302498555217656,2024-11,0.05981691264817207
104,VLO,0.07002,2024-11-01,10.12476011707686,0.7089357033977217,2024-11,0.05981691264817207
105,WEC,0.16661,2024-11-01,5.18537420132985,0.8639351956835664,2024-11,0.05981691264817207
106,WELL,0.11307,2024-11-01,1.069582338448896,0.1209376750084167,2024-11,0.05981691264817207
107,ABT,0.09749,2024-12-02,-3.167537025960002,-0.3088031846608405,2024-12,-0.08627397917156598
108,ADM,0.01457,2024-12-02,-6.909894969472759,-0.1006771697052181,2024-12,-0.08627397917156598
109,APD,0.01127,2024-12-02,-13.58083546870348,-0.1530560157322883,2024-12,-0.08627397917156598
110,CNP,0.03702,2024-12-02,-0.8127539854113053,-0.03008815253992652,2024-12,-0.08627397917156598
111,EA,0.16379,2024-12-02,-11.84622800676489,-1.940293685228021,2024-12,-0.08627397917156598
112,FI,0.01446,2024-12-02,-5.990572513843759,-0.08662367855018076,2024-12,-0.08627397917156598
113,GLW,0.01113,2024-12-02,-3.493095044694044,-0.03887814784744471,2024-12,-0.08627397917156598
114,GOOG,0.01895,2024-12-02,10.21855975482254,0.1936417073538871,2024-12,-0.08627397917156598
115,HES,0.00809,2024-12-02,-9.159287383233575,-0.07409863493035962,2024-12,-0.08627397917156598
116,NEM,0.00056,2024-12-02,-9.019799559877782,-0.005051087753531558,2024-12,-0.08627397917156598
117,NVDA,0.02417,2024-12-02,-3.123957622017485,-0.07550605572416262,2024-12,-0.08627397917156598
118,OXY,0.01152,2024-12-02,-1.554488601567485,-0.01790770869005743,2024-12,-0.08627397917156598
119,SYY,0.01029,2024-12-02,0.2491149862290172,0.002563393208296587,2024-12,-0.08627397917156598
120,TSN,0.0917,2024-12-02,-10.72427727688741,-0.9834162262905752,2024-12,-0.08627397917156598
121,UNH,0.1648,2024-12-02,-16.55904865897826,-2.728931218999616,2024-12,-0.08627397917156598
122,VLO,0.06442,2024-12-02,-12.52319109459478,-0.8067439703137957,2024-12,-0.08627397917156598
123,WEC,0.16095,2024-12-02,-5.639173188816329,-0.9076249247399882,2024-12,-0.08627397917156598
124,WELL,0.09481,2024-12-02,-5.968812952354966,-0.5659031560127744,2024-12,-0.08627397917156598
125,ABT,0.08404,2025-01-02,13.83298458549436,1.162524024564946,2025-01,0.03506351808386795
126,CNP,0.07946,2025-01-02,3.239123531528946,0.2573807558152901,2025-01,0.03506351808386795
127,EA,0.13301,2025-01-02,-15.75736806032596,-2.095887525703956,2025-01,0.03506351808386795
128,FI,0.02305,2025-01-02,5.165550053403251,0.1190659287309449,2025-01,0.03506351808386795
129,GLW,0.00773,2025-01-02,9.933633054998865,0.07678698351514122,2025-01,0.03506351808386795
130,GOOG,0.03392,2025-01-02,6.30015710365835,0.2137013289560912,2025-01,0.03506351808386795
131,HES,0.01476,2025-01-02,2.518091862307543,0.03716703588765934,2025-01,0.03506351808386795
132,NVDA,0.04527,2025-01-02,-15.65324271561758,-0.7086222977360078,2025-01,0.03506351808386795
133,OXY,0.01838,2025-01-02,-6.906243726183973,-0.1269367596872614,2025-01,0.03506351808386795
134,SYY,0.00018,2025-01-02,-3.845060170502705,-0.000692110830690487,2025-01,0.03506351808386795
135,TSN,0.07091,2025-01-02,-0.7050730867895965,-0.04999673258425028,2025-01,0.03506351808386795
136,UNH,0.15353,2025-01-02,8.65592356939959,1.328943945609919,2025-01,0.03506351808386795
137,VLO,0.0681,2025-01-02,11.50332257535108,0.7833762673814083,2025-01,0.03506351808386795
138,WEC,0.14974,2025-01-02,6.87307160337059,1.029173741888712,2025-01,0.03506351808386795
139,WELL,0.1179,2025-01-02,12.55612572161873,1.480367222578848,2025-01,0.03506351808386795
140,ABT,0.10813,2025-02-03,7.107824056100483,0.7685690151861453,2025-02,0.008248167444137748
141,ADM,0.00062,2025-02-03,-7.379047945143995,-0.004575009725989277,2025-02,0.008248167444137748
142,APD,0.00957,2025-02-03,-9.678468956133841,-0.09262294791020086,2025-02,0.008248167444137748
143,CNP,0.06367,2025-02-03,4.305564763500286,0.2741353084920632,2025-02,0.008248167444137748
144,EA,0.10512,2025-02-03,7.404533737772283,0.7783645865146225,2025-02,0.008248167444137748
145,FI,0.02104,2025-02-03,3.369956606038201,0.07090388699104375,2025-02,0.008248167444137748
146,GLW,0.02591,2025-02-03,-8.958977012474705,-0.2321270943932196,2025-02,0.008248167444137748
147,GOOG,0.04634,2025-02-03,-14.81938096397624,-0.6867301138706591,2025-02,0.008248167444137748
148,HES,0.01855,2025-02-03,2.564287257798242,0.04756752863215739,2025-02,0.008248167444137748
149,NVDA,0.03316,2025-02-03,-0.5743185324612199,-0.01904440253641405,2025-02,0.008248167444137748
150,OXY,0.01097,2025-02-03,0.3450506792946442,0.003785205951862247,2025-02,0.008248167444137748
151,TSN,0.06808,2025-02-03,5.634140835024297,0.3835723080484542,2025-02,0.008248167444137748
152,UNH,0.15316,2025-02-03,-13.42077419825455,-2.055525776204667,2025-02,0.008248167444137748
153,VLO,0.07076,2025-02-03,-6.293141430459698,-0.4453026876193283,2025-02,0.008248167444137748
154,WEC,0.15458,2025-02-03,5.937709268145582,0.9178510986699441,2025-02,0.008248167444137748
155,WELL,0.11033,2025-02-03,10.1150714963107,1.11599583818796,2025-02,0.008248167444137748
156,ABT,0.12058,2025-03-03,-5.398659249739339,-0.6509703323335695,2025-03,0.02504511417058349
157,APD,0.0035,2025-03-03,-5.063576372141355,-0.01772251730249474,2025-03,0.02504511417058349
158,CNP,0.0615,2025-03-03,4.801851316170087,0.2953138559444603,2025-03,0.02504511417058349
159,EA,0.11463,2025-03-03,11.83161804534552,1.356258376537957,2025-03,0.02504511417058349
160,FI,0.02209,2025-03-03,-7.132343664577974,-0.1575534715505274,2025-03,0.02504511417058349
161,GLW,0.02237,2025-03-03,-5.119170984455963,-0.1145158549222799,2025-03,0.02504511417058349
162,GOOG,0.03271,2025-03-03,-7.26433339876651,-0.2376163454736526,2025-03,0.02504511417058349
163,HES,0.02449,2025-03-03,11.22273635288893,0.2748448132822499,2025-03,0.02504511417058349
164,NVDA,0.03176,2025-03-03,-4.971625379669604,-0.1578988220583066,2025-03,0.02504511417058349
165,OXY,0.01131,2025-03-03,6.803304919623045,0.07694537864093665,2025-03,0.02504511417058349
166,TPR,0.0039,2025-03-03,-15.89121114809161,-0.06197572347755729,2025-03,0.02504511417058349
167,TSN,0.08045,2025-03-03,3.202328966521108,0.2576273653566231,2025-03,0.02504511417058349
168,UNH,0.12835,2025-03-03,12.63041569494783,1.621113854446554,2025-03,0.02504511417058349
169,VLO,0.06291,2025-03-03,2.85825545171339,0.1798128504672893,2025-03,0.02504511417058349
170,WEC,0.1694,2025-03-03,0.5721668512366165,0.09692506459948283,2025-03,0.02504511417058349
171,WELL,0.11005,2025-03-03,-2.326915721025131,-0.2560770750988156,2025-03,0.02504511417058349
172,ABT,0.11608,2025-04-01,-0.2496963074997183,-0.0289847473745673,2025-04,-0.04702114819023871
173,CNP,0.07469,2025-04-01,5.380434782608702,0.401864673913044,2025-04,-0.04702114819023871
174,EA,0.13018,2025-04-01,-0.398160225166464,-0.05183249811217028,2025-04,-0.04702114819023871
175,FI,0.00947,2025-04-01,-16.86410522048556,-0.1597030764379982,2025-04,-0.04702114819023871
176,GLW,0.01914,2025-04-01,-2.547211242863412,-0.0487536231884057,2025-04,-0.04702114819023871
177,GOOG,0.0319,2025-04-01,1.265102239432281,0.04035676143788976,2025-04,-0.04702114819023871
178,HES,0.02741,2025-04-01,-19.98883997767994,-0.5478941037882072,2025-04,-0.04702114819023871
179,NVDA,0.0291,2025-04-01,-1.116659101225608,-0.03249477984566519,2025-04,-0.04702114819023871
180,OXY,0.00891,2025-04-01,-19.88208985566172,-0.1771494206139459,2025-04,-0.04702114819023871
181,TSN,0.08666,2025-04-01,-2.963080335921404,-0.2567805419109489,2025-04,-0.04702114819023871
182,UNH,0.14107,2025-04-01,-21.34883009634501,-3.011679461691391,2025-04,-0.04702114819023871
183,VLO,0.06105,2025-04-01,-13.19724839240317,-0.8056920143562134,2025-04,-0.04702114819023871
184,WEC,0.15348,2025-04-01,0.5785655248415935,0.08879823675268778,2025-04,-0.04702114819023871
185,WELL,0.11084,2025-04-01,-1.012001297437564,-0.1121702238079796,2025-04,-0.04702114819023871
